organism	protein_cluster
1.250.O.	pvp2633
1.022.O.	pvp2633
1.264.O.	pvp2633
1.250.O.	pvp2634
1.168.O.	pvp2634
1.074.O.	pvp2634
2.095.B.	pvp2635
2.095.A.	pvp2635
1.135.O.	pvp2635
1.118.B.	pvp2636
1.118.A.	pvp2636
1.257.O.	pvp2636
1.243.O.	pvp2637
1.256.O.	pvp2637
1.197.A.	pvp2637
1.243.O.	pvp2638
1.199.B.	pvp2638
1.199.A.	pvp2638
1.204.O.	pvp2639
1.070.O.	pvp2639
1.077.O.	pvp2639
1.204.O.	pvp2640
3.058.O.	pvp2640
2.058.O.	pvp2640
1.291.O.	pvp2641
1.047.O.	pvp2641
1.113.A.	pvp2641
1.046.O.	pvp2642
1.022.O.	pvp2642
1.193.O.	pvp2642
1.215.B.	pvp2643
1.031.O.	pvp2643
1.215.A.	pvp2643
1.215.B.	pvp2644
1.151.O.	pvp2644
1.215.A.	pvp2644
1.189.O.	pvp2645
1.189.C.	pvp2645
1.189.B.	pvp2645
1.199.B.	pvp2646
1.022.O.	pvp2646
1.199.A.	pvp2646
1.199.B.	pvp2647
1.022.O.	pvp2647
1.199.A.	pvp2647
1.189.C.	pvp2648
1.189.B.	pvp2648
1.189.O.	pvp2648
1.189.C.	pvp2649
1.189.B.	pvp2649
1.189.O.	pvp2649
1.189.C.	pvp2650
1.189.B.	pvp2650
1.189.O.	pvp2650
1.055.O.	pvp2651
1.049.O.	pvp2651
1.050.O.	pvp2651
1.055.O.	pvp2652
1.049.O.	pvp2652
1.050.O.	pvp2652
1.055.O.	pvp2653
1.049.O.	pvp2653
1.050.O.	pvp2653
1.055.O.	pvp2654
1.049.O.	pvp2654
1.050.O.	pvp2654
1.055.O.	pvp2655
1.083.O.	pvp2655
2.096.O.	pvp2655
1.055.O.	pvp2656
1.049.O.	pvp2656
1.050.O.	pvp2656
1.055.O.	pvp2657
1.049.O.	pvp2657
1.050.O.	pvp2657
1.055.O.	pvp2658
1.083.O.	pvp2658
2.096.O.	pvp2658
1.055.O.	pvp2659
1.049.O.	pvp2659
1.050.O.	pvp2659
1.055.O.	pvp2660
1.049.O.	pvp2660
1.050.O.	pvp2660
1.055.O.	pvp2661
1.049.O.	pvp2661
1.050.O.	pvp2661
1.055.O.	pvp2662
1.049.O.	pvp2662
1.050.O.	pvp2662
1.055.O.	pvp2663
1.049.O.	pvp2663
1.050.O.	pvp2663
1.055.O.	pvp2664
1.049.O.	pvp2664
1.050.O.	pvp2664
1.055.O.	pvp2665
1.049.O.	pvp2665
1.050.O.	pvp2665
1.055.O.	pvp2666
1.049.O.	pvp2666
1.050.O.	pvp2666
1.033.O.	pvp2667
1.285.O.	pvp2667
1.046.O.	pvp2667
1.033.O.	pvp2668
1.285.O.	pvp2668
1.103.O.	pvp2668
1.033.O.	pvp2669
1.024.O.	pvp2669
1.160.O.	pvp2669
1.034.X.	pvp2670
1.034.O.	pvp2670
1.015.O.	pvp2670
1.256.O.	pvp2671
1.186.O.	pvp2671
1.278.O.	pvp2671
1.193.O.	pvp2672
1.187.O.	pvp2672
1.161.O.	pvp2672
1.193.O.	pvp2673
1.187.O.	pvp2673
1.161.O.	pvp2673
1.193.O.	pvp2674
1.161.O.	pvp2674
1.063.O.	pvp2674
1.199.A.	pvp2675
1.199.B.	pvp2675
1.173.O.	pvp2675
1.213.O.	pvp2676
1.216.O.	pvp2676
1.236.O.	pvp2676
1.278.O.	pvp2677
1.173.O.	pvp2677
1.224.A.	pvp2677
1.278.O.	pvp2678
1.007.O.	pvp2678
1.273.O.	pvp2678
1.032.O.	pvp2679
1.250.O.	pvp2679
1.103.O.	pvp2679
2.275.O.	pvp2680
1.235.O.	pvp2680
1.253.O.	pvp2680
1.239.O.	pvp2681
1.135.O.	pvp2681
1.216.O.	pvp2681
1.181.O.	pvp2682
1.030.O.	pvp2682
1.164.O.	pvp2682
1.181.O.	pvp2683
1.087.A.	pvp2683
1.005.O.	pvp2683
1.235.O.	pvp2684
1.253.O.	pvp2684
1.264.O.	pvp2684
1.235.O.	pvp2685
1.253.O.	pvp2685
2.275.O.	pvp2685
1.235.O.	pvp2686
1.253.O.	pvp2686
1.264.O.	pvp2686
1.235.O.	pvp2687
1.253.O.	pvp2687
1.264.O.	pvp2687
1.235.O.	pvp2688
1.253.O.	pvp2688
2.275.O.	pvp2688
1.235.O.	pvp2689
1.253.O.	pvp2689
1.264.O.	pvp2689
1.235.O.	pvp2690
1.253.O.	pvp2690
1.264.O.	pvp2690
1.235.O.	pvp2691
1.253.O.	pvp2691
1.262.O.	pvp2691
1.235.O.	pvp2692
1.253.O.	pvp2692
1.264.O.	pvp2692
1.235.O.	pvp2693
1.253.O.	pvp2693
1.264.O.	pvp2693
1.235.O.	pvp2694
1.253.O.	pvp2694
1.264.O.	pvp2694
1.235.O.	pvp2695
1.253.O.	pvp2695
1.264.O.	pvp2695
1.235.O.	pvp2696
1.253.O.	pvp2696
1.264.O.	pvp2696
1.235.O.	pvp2697
1.253.O.	pvp2697
1.264.O.	pvp2697
1.236.O.	pvp2698
1.247.A.	pvp2698
1.247.B.	pvp2698
1.113.A.	pvp2699
1.060.A.	pvp2699
1.197.A.	pvp2699
1.113.A.	pvp2700
1.104.O.	pvp2700
1.052.A.	pvp2700
1.113.A.	pvp2701
1.197.A.	pvp2701
1.005.O.	pvp2701
1.287.O.	pvp2702
1.289.A.	pvp2702
1.060.A.	pvp2702
1.123.O.	pvp2703
1.154.O.	pvp2703
1.103.O.	pvp2703
1.123.O.	pvp2704
1.084.O.	pvp2704
1.214.O.	pvp2704
1.248.O.	pvp2705
1.113.A.	pvp2705
1.246.O.	pvp2705
1.254.O.	pvp2706
1.179.O.	pvp2706
1.138.O.	pvp2706
1.172.O.	pvp2707
1.116.O.	pvp2707
1.148.O.	pvp2707
1.172.O.	pvp2708
1.116.O.	pvp2708
1.176.O.	pvp2708
1.172.O.	pvp2709
1.116.O.	pvp2709
1.133.O.	pvp2709
1.052.A.	pvp2710
1.154.O.	pvp2710
1.232.O.	pvp2710
1.167.O.	pvp2711
1.074.O.	pvp2711
1.176.O.	pvp2711
1.184.A.	pvp2712
1.211.B.	pvp2712
1.211.A.	pvp2712
1.244.A.	pvp2713
1.081.O.	pvp2713
1.255.O.	pvp2713
1.244.A.	pvp2714
1.081.O.	pvp2714
1.255.O.	pvp2714
1.244.A.	pvp2715
1.081.O.	pvp2715
1.255.O.	pvp2715
1.244.A.	pvp2716
1.081.O.	pvp2716
1.255.O.	pvp2716
1.244.A.	pvp2717
1.031.O.	pvp2717
1.255.O.	pvp2717
1.244.A.	pvp2718
1.031.O.	pvp2718
1.255.O.	pvp2718
1.244.A.	pvp2719
1.031.O.	pvp2719
1.255.O.	pvp2719
1.244.A.	pvp2720
1.081.O.	pvp2720
1.255.O.	pvp2720
1.244.A.	pvp2721
1.081.O.	pvp2721
1.255.O.	pvp2721
1.244.A.	pvp2722
1.081.O.	pvp2722
1.255.O.	pvp2722
1.244.A.	pvp2723
1.081.O.	pvp2723
1.255.O.	pvp2723
1.244.A.	pvp2724
1.024.O.	pvp2724
1.255.O.	pvp2724
1.244.A.	pvp2725
1.031.O.	pvp2725
1.255.O.	pvp2725
1.244.A.	pvp2726
1.081.O.	pvp2726
1.255.O.	pvp2726
1.244.A.	pvp2727
2.275.O.	pvp2727
1.255.O.	pvp2727
1.244.A.	pvp2728
1.081.O.	pvp2728
1.255.O.	pvp2728
1.054.O.	pvp2729
1.005.O.	pvp2729
1.201.B.	pvp2729
1.183.O.	pvp2730
1.211.B.	pvp2730
1.211.A.	pvp2730
1.183.O.	pvp2731
1.211.B.	pvp2731
1.211.A.	pvp2731
1.183.O.	pvp2732
1.211.B.	pvp2732
1.211.A.	pvp2732
1.155.O.	pvp2733
1.259.O.	pvp2733
1.154.O.	pvp2733
1.119.O.	pvp2734
1.231.O.	pvp2734
1.143.O.	pvp2734
1.119.O.	pvp2735
1.231.O.	pvp2735
1.143.O.	pvp2735
1.119.O.	pvp2736
1.231.O.	pvp2736
1.143.O.	pvp2736
1.119.O.	pvp2737
1.231.O.	pvp2737
1.143.O.	pvp2737
1.247.B.	pvp2738
1.247.A.	pvp2738
1.148.O.	pvp2738
1.247.B.	pvp2739
1.247.A.	pvp2739
1.214.O.	pvp2739
2.275.O.	pvp2740
1.083.O.	pvp2740
2.096.O.	pvp2740
1.285.O.	pvp2741
1.022.O.	pvp2741
1.088.O.	pvp2741
1.081.O.	pvp2742
1.081.O.	pvp2743
1.081.O.	pvp2744
1.081.O.	pvp2745
1.084.O.	pvp2746
1.187.O.	pvp2747
2.275.O.	pvp2748
2.275.O.	pvp2749
2.275.O.	pvp2750
2.275.O.	pvp2751
2.275.O.	pvp2752
2.275.O.	pvp2753
2.058.O.	pvp2754
3.058.O.	pvp2754
2.058.O.	pvp2755
3.058.O.	pvp2755
2.058.O.	pvp2756
3.058.O.	pvp2756
1.003.O.	pvp2757
1.038.O.	pvp2757
1.003.O.	pvp2758
1.177.O.	pvp2758
1.003.O.	pvp2759
1.248.O.	pvp2759
1.087.A.	pvp2760
1.113.A.	pvp2760
1.179.O.	pvp2761
1.257.O.	pvp2761
1.179.O.	pvp2762
1.257.O.	pvp2762
1.179.O.	pvp2763
1.257.O.	pvp2763
1.251.O.	pvp2764
1.208.B.	pvp2764
1.174.O.	pvp2765
1.181.O.	pvp2765
1.174.O.	pvp2766
1.090.B.	pvp2766
1.174.O.	pvp2767
1.030.O.	pvp2767
1.174.O.	pvp2768
1.251.O.	pvp2768
1.005.O.	pvp2769
1.030.O.	pvp2769
1.005.O.	pvp2770
1.030.O.	pvp2770
1.158.O.	pvp2771
1.175.O.	pvp2771
1.158.O.	pvp2772
1.175.O.	pvp2772
1.284.A.	pvp2773
1.287.O.	pvp2773
1.284.A.	pvp2774
1.113.A.	pvp2774
1.063.O.	pvp2775
1.081.O.	pvp2775
1.063.O.	pvp2776
1.187.O.	pvp2776
1.063.O.	pvp2777
1.187.O.	pvp2777
1.063.O.	pvp2778
2.275.O.	pvp2778
1.063.O.	pvp2779
1.187.O.	pvp2779
1.063.O.	pvp2780
1.187.O.	pvp2780
1.063.O.	pvp2781
1.187.O.	pvp2781
1.063.O.	pvp2782
1.187.O.	pvp2782
1.063.O.	pvp2783
1.076.O.	pvp2783
1.063.O.	pvp2784
1.187.O.	pvp2784
1.084.O.	pvp2785
2.275.O.	pvp2785
1.063.O.	pvp2786
1.187.O.	pvp2786
1.063.O.	pvp2787
1.084.O.	pvp2787
1.063.O.	pvp2788
1.187.O.	pvp2788
1.063.O.	pvp2789
1.187.O.	pvp2789
1.259.O.	pvp2790
1.155.O.	pvp2790
1.216.O.	pvp2791
1.178.O.	pvp2791
1.137.O.	pvp2792
1.250.O.	pvp2792
1.097.O.	pvp2793
1.030.O.	pvp2793
1.149.O.	pvp2794
1.007.O.	pvp2794
1.249.A.	pvp2795
1.249.B.	pvp2795
1.286.O.	pvp2796
1.007.O.	pvp2796
1.286.O.	pvp2797
1.149.O.	pvp2797
1.286.O.	pvp2798
1.106.O.	pvp2798
1.016.O.	pvp2799
1.071.A.	pvp2799
1.016.O.	pvp2800
1.177.O.	pvp2800
1.198.B.	pvp2801
1.198.A.	pvp2801
1.198.B.	pvp2802
1.198.A.	pvp2802
1.198.B.	pvp2803
1.198.A.	pvp2803
1.198.B.	pvp2804
1.198.A.	pvp2804
1.198.B.	pvp2805
1.198.A.	pvp2805
1.151.O.	pvp2806
1.232.O.	pvp2806
1.151.O.	pvp2807
1.232.O.	pvp2807
1.151.O.	pvp2808
1.138.O.	pvp2808
1.151.O.	pvp2809
1.178.O.	pvp2809
1.151.O.	pvp2810
1.138.O.	pvp2810
1.124.O.	pvp2811
1.275.O.	pvp2811
1.124.O.	pvp2812
1.076.O.	pvp2812
1.228.O.	pvp2813
1.157.O.	pvp2813
1.228.O.	pvp2814
1.157.O.	pvp2814
12G01.O.	pvp2815
1.079.O.	pvp2815
1.276.O.	pvp2816
1.226.O.	pvp2816
1.276.O.	pvp2817
1.112.O.	pvp2817
1.276.O.	pvp2818
1.291.O.	pvp2818
1.161.O.	pvp2819
1.170.O.	pvp2819
1.161.O.	pvp2820
1.121.O.	pvp2820
1.161.O.	pvp2821
1.121.O.	pvp2821
1.161.O.	pvp2822
1.084.O.	pvp2822
1.161.O.	pvp2823
1.121.O.	pvp2823
1.161.O.	pvp2824
1.101.O.	pvp2824
1.161.O.	pvp2825
1.121.O.	pvp2825
1.161.O.	pvp2826
1.187.O.	pvp2826
1.161.O.	pvp2827
1.101.O.	pvp2827
1.161.O.	pvp2828
1.170.O.	pvp2828
1.161.O.	pvp2829
1.187.O.	pvp2829
1.161.O.	pvp2830
1.187.O.	pvp2830
1.161.O.	pvp2831
1.170.O.	pvp2831
1.161.O.	pvp2832
1.063.O.	pvp2832
1.161.O.	pvp2833
1.084.O.	pvp2833
1.161.O.	pvp2834
1.204.O.	pvp2834
1.161.O.	pvp2835
1.084.O.	pvp2835
1.161.O.	pvp2836
1.187.O.	pvp2836
1.161.O.	pvp2837
1.187.O.	pvp2837
1.161.O.	pvp2838
1.170.O.	pvp2838
1.161.O.	pvp2839
1.187.O.	pvp2839
1.161.O.	pvp2840
1.063.O.	pvp2840
1.161.O.	pvp2841
1.101.O.	pvp2841
1.161.O.	pvp2842
1.187.O.	pvp2842
1.161.O.	pvp2843
1.187.O.	pvp2843
1.161.O.	pvp2844
1.084.O.	pvp2844
1.161.O.	pvp2845
1.121.O.	pvp2845
1.161.O.	pvp2846
1.081.O.	pvp2846
1.161.O.	pvp2847
1.187.O.	pvp2847
1.161.O.	pvp2848
1.084.O.	pvp2848
1.161.O.	pvp2849
1.187.O.	pvp2849
1.122.B.	pvp2850
1.122.A.	pvp2850
1.122.B.	pvp2851
1.122.A.	pvp2851
1.122.B.	pvp2852
1.122.A.	pvp2852
1.122.B.	pvp2853
1.122.A.	pvp2853
1.122.B.	pvp2854
1.122.A.	pvp2854
1.122.B.	pvp2855
1.122.A.	pvp2855
1.122.B.	pvp2856
1.122.A.	pvp2856
1.036.O.	pvp2857
1.079.O.	pvp2857
1.169.O.	pvp2858
1.224.A.	pvp2858
1.115.B.	pvp2859
1.115.A.	pvp2859
1.115.B.	pvp2860
1.115.A.	pvp2860
1.067.O.	pvp2861
1.173.O.	pvp2861
1.067.O.	pvp2862
1.038.O.	pvp2862
1.029.O.	pvp2863
1.076.O.	pvp2863
1.029.O.	pvp2864
1.052.A.	pvp2864
1.029.O.	pvp2865
1.052.A.	pvp2865
1.029.O.	pvp2866
1.052.A.	pvp2866
1.029.O.	pvp2867
1.054.O.	pvp2867
1.101.O.	pvp2868
1.063.O.	pvp2868
1.101.O.	pvp2869
1.084.O.	pvp2869
1.101.O.	pvp2870
1.084.O.	pvp2870
1.101.O.	pvp2871
1.084.O.	pvp2871
1.101.O.	pvp2872
1.084.O.	pvp2872
1.101.O.	pvp2873
1.084.O.	pvp2873
1.101.O.	pvp2874
1.084.O.	pvp2874
1.101.O.	pvp2875
1.084.O.	pvp2875
1.101.O.	pvp2876
1.084.O.	pvp2876
1.101.O.	pvp2877
1.084.O.	pvp2877
1.101.O.	pvp2878
1.084.O.	pvp2878
1.101.O.	pvp2879
1.084.O.	pvp2879
1.101.O.	pvp2880
1.084.O.	pvp2880
1.101.O.	pvp2881
1.084.O.	pvp2881
1.101.O.	pvp2882
1.063.O.	pvp2882
1.101.O.	pvp2883
1.084.O.	pvp2883
1.101.O.	pvp2884
1.084.O.	pvp2884
1.101.O.	pvp2885
1.084.O.	pvp2885
1.101.O.	pvp2886
1.084.O.	pvp2886
1.101.O.	pvp2887
1.084.O.	pvp2887
1.101.O.	pvp2888
1.084.O.	pvp2888
1.101.O.	pvp2889
1.084.O.	pvp2889
1.101.O.	pvp2890
1.084.O.	pvp2890
1.101.O.	pvp2891
1.084.O.	pvp2891
1.101.O.	pvp2892
1.084.O.	pvp2892
1.101.O.	pvp2893
1.084.O.	pvp2893
1.101.O.	pvp2894
1.084.O.	pvp2894
1.101.O.	pvp2895
1.084.O.	pvp2895
1.101.O.	pvp2896
1.084.O.	pvp2896
1.101.O.	pvp2897
1.084.O.	pvp2897
1.101.O.	pvp2898
1.063.O.	pvp2898
1.101.O.	pvp2899
1.063.O.	pvp2899
1.101.O.	pvp2900
2.275.O.	pvp2900
1.101.O.	pvp2901
1.084.O.	pvp2901
1.101.O.	pvp2902
1.081.O.	pvp2902
1.101.O.	pvp2903
1.084.O.	pvp2903
1.101.O.	pvp2904
1.084.O.	pvp2904
1.101.O.	pvp2905
1.110.O.	pvp2905
1.101.O.	pvp2906
1.084.O.	pvp2906
1.101.O.	pvp2907
1.084.O.	pvp2907
1.101.O.	pvp2908
1.084.O.	pvp2908
1.101.O.	pvp2909
1.084.O.	pvp2909
1.101.O.	pvp2910
1.084.O.	pvp2910
1.101.O.	pvp2911
1.084.O.	pvp2911
1.101.O.	pvp2912
1.084.O.	pvp2912
1.101.O.	pvp2913
1.084.O.	pvp2913
1.101.O.	pvp2914
1.084.O.	pvp2914
1.101.O.	pvp2915
1.187.O.	pvp2915
1.101.O.	pvp2916
1.084.O.	pvp2916
1.101.O.	pvp2917
1.084.O.	pvp2917
1.101.O.	pvp2918
1.081.O.	pvp2918
1.101.O.	pvp2919
1.084.O.	pvp2919
1.101.O.	pvp2920
1.084.O.	pvp2920
1.101.O.	pvp2921
1.084.O.	pvp2921
1.101.O.	pvp2922
1.084.O.	pvp2922
1.101.O.	pvp2923
1.084.O.	pvp2923
1.101.O.	pvp2924
1.084.O.	pvp2924
1.101.O.	pvp2925
1.084.O.	pvp2925
1.101.O.	pvp2926
1.084.O.	pvp2926
1.101.O.	pvp2927
1.084.O.	pvp2927
1.101.O.	pvp2928
1.084.O.	pvp2928
1.101.O.	pvp2929
1.084.O.	pvp2929
1.101.O.	pvp2930
1.033.O.	pvp2930
1.208.B.	pvp2931
1.293.O.	pvp2931
1.208.B.	pvp2932
1.293.O.	pvp2932
1.208.B.	pvp2933
1.293.O.	pvp2933
1.208.B.	pvp2934
1.293.O.	pvp2934
1.208.B.	pvp2935
1.293.O.	pvp2935
1.208.B.	pvp2936
1.293.O.	pvp2936
1.208.B.	pvp2937
1.293.O.	pvp2937
1.208.B.	pvp2938
1.293.O.	pvp2938
1.208.B.	pvp2939
1.293.O.	pvp2939
1.208.B.	pvp2940
1.293.O.	pvp2940
1.208.B.	pvp2941
1.293.O.	pvp2941
1.208.B.	pvp2942
1.293.O.	pvp2942
1.208.B.	pvp2943
1.293.O.	pvp2943
1.208.B.	pvp2944
1.293.O.	pvp2944
1.208.B.	pvp2945
1.293.O.	pvp2945
1.208.B.	pvp2946
1.293.O.	pvp2946
1.208.B.	pvp2947
1.293.O.	pvp2947
1.208.B.	pvp2948
1.293.O.	pvp2948
1.208.B.	pvp2949
1.293.O.	pvp2949
1.208.B.	pvp2950
1.293.O.	pvp2950
1.208.B.	pvp2951
1.293.O.	pvp2951
1.208.B.	pvp2952
1.293.O.	pvp2952
1.208.B.	pvp2953
1.293.O.	pvp2953
1.208.B.	pvp2954
1.293.O.	pvp2954
1.238.A.	pvp2955
1.238.B.	pvp2955
1.238.A.	pvp2956
1.238.B.	pvp2956
1.238.A.	pvp2957
1.238.B.	pvp2957
1.238.A.	pvp2958
1.238.B.	pvp2958
1.238.A.	pvp2959
1.238.B.	pvp2959
1.238.A.	pvp2960
1.238.B.	pvp2960
1.238.A.	pvp2961
1.238.B.	pvp2961
1.104.O.	pvp2962
1.022.O.	pvp2962
1.024.O.	pvp2963
1.088.O.	pvp2963
1.225.O.	pvp2964
1.086.O.	pvp2964
1.225.O.	pvp2965
1.154.O.	pvp2965
1.225.O.	pvp2966
1.246.O.	pvp2966
1.225.O.	pvp2967
1.246.O.	pvp2967
1.081.O.	pvp2968
2.275.O.	pvp2968
1.081.O.	pvp2969
2.275.O.	pvp2969
1.081.O.	pvp2970
2.275.O.	pvp2970
1.081.O.	pvp2971
2.275.O.	pvp2971
1.081.O.	pvp2972
2.275.O.	pvp2972
1.081.O.	pvp2973
2.275.O.	pvp2973
1.081.O.	pvp2974
2.275.O.	pvp2974
1.081.O.	pvp2975
1.084.O.	pvp2975
1.081.O.	pvp2976
2.275.O.	pvp2976
1.081.O.	pvp2977
2.275.O.	pvp2977
1.081.O.	pvp2978
2.275.O.	pvp2978
1.081.O.	pvp2979
2.275.O.	pvp2979
1.081.O.	pvp2980
2.275.O.	pvp2980
1.081.O.	pvp2981
2.275.O.	pvp2981
1.081.O.	pvp2982
2.275.O.	pvp2982
1.081.O.	pvp2983
2.275.O.	pvp2983
1.265.O.	pvp2984
1.016.O.	pvp2984
1.100.O.	pvp2985
1.149.O.	pvp2985
1.100.O.	pvp2986
1.154.O.	pvp2986
1.111.A.	pvp2987
1.111.B.	pvp2987
1.111.A.	pvp2988
1.111.B.	pvp2988
1.111.A.	pvp2989
1.111.B.	pvp2989
1.111.A.	pvp2990
1.111.B.	pvp2990
1.111.A.	pvp2991
1.111.B.	pvp2991
1.111.A.	pvp2992
1.111.B.	pvp2992
1.111.A.	pvp2993
1.111.B.	pvp2993
1.111.A.	pvp2994
1.111.B.	pvp2994
1.111.A.	pvp2995
1.111.B.	pvp2995
1.111.A.	pvp2996
1.111.B.	pvp2996
1.111.A.	pvp2997
1.111.B.	pvp2997
1.111.A.	pvp2998
1.111.B.	pvp2998
1.111.A.	pvp2999
1.111.B.	pvp2999
1.111.A.	pvp3000
1.111.B.	pvp3000
1.111.A.	pvp3001
1.111.B.	pvp3001
1.111.A.	pvp3002
1.111.B.	pvp3002
1.111.A.	pvp3003
1.111.B.	pvp3003
1.111.A.	pvp3004
1.111.B.	pvp3004
1.111.A.	pvp3005
1.111.B.	pvp3005
1.111.A.	pvp3006
1.111.B.	pvp3006
1.111.A.	pvp3007
1.111.B.	pvp3007
1.111.A.	pvp3008
1.111.B.	pvp3008
1.111.A.	pvp3009
1.111.B.	pvp3009
1.111.A.	pvp3010
1.111.B.	pvp3010
1.111.A.	pvp3011
1.111.B.	pvp3011
1.111.A.	pvp3012
1.111.B.	pvp3012
1.111.A.	pvp3013
1.111.B.	pvp3013
1.111.A.	pvp3014
1.111.B.	pvp3014
1.111.A.	pvp3015
1.111.B.	pvp3015
1.111.A.	pvp3016
1.111.B.	pvp3016
1.111.A.	pvp3017
1.111.B.	pvp3017
1.111.A.	pvp3018
1.111.B.	pvp3018
1.111.A.	pvp3019
1.111.B.	pvp3019
1.111.A.	pvp3020
1.111.B.	pvp3020
1.111.A.	pvp3021
1.111.B.	pvp3021
1.111.A.	pvp3022
1.111.B.	pvp3022
1.111.A.	pvp3023
1.111.B.	pvp3023
1.111.A.	pvp3024
1.111.B.	pvp3024
1.111.A.	pvp3025
1.111.B.	pvp3025
1.111.A.	pvp3026
1.111.B.	pvp3026
1.111.A.	pvp3027
1.111.B.	pvp3027
1.111.A.	pvp3028
1.111.B.	pvp3028
1.233.B.	pvp3029
1.233.A.	pvp3029
1.182.O.	pvp3030
1.232.O.	pvp3030
1.023.O.	pvp3031
1.121.O.	pvp3031
1.023.O.	pvp3032
1.088.O.	pvp3032
1.061.O.	pvp3033
1.039.O.	pvp3033
1.023.O.	pvp3034
1.046.O.	pvp3034
1.023.O.	pvp3035
1.032.O.	pvp3035
1.023.O.	pvp3036
1.232.O.	pvp3036
1.023.O.	pvp3037
1.076.O.	pvp3037
1.023.O.	pvp3038
1.046.O.	pvp3038
1.210.O.	pvp3039
1.076.O.	pvp3039
1.210.O.	pvp3040
1.076.O.	pvp3040
1.210.O.	pvp3041
1.076.O.	pvp3041
1.210.O.	pvp3042
1.076.O.	pvp3042
1.210.O.	pvp3043
1.076.O.	pvp3043
1.210.O.	pvp3044
1.076.O.	pvp3044
1.210.O.	pvp3045
1.076.O.	pvp3045
1.210.O.	pvp3046
1.076.O.	pvp3046
1.210.O.	pvp3047
1.076.O.	pvp3047
1.210.O.	pvp3048
1.076.O.	pvp3048
1.210.O.	pvp3049
1.076.O.	pvp3049
1.210.O.	pvp3050
1.076.O.	pvp3050
1.210.O.	pvp3051
1.076.O.	pvp3051
1.210.O.	pvp3052
1.076.O.	pvp3052
1.210.O.	pvp3053
1.076.O.	pvp3053
1.210.O.	pvp3054
1.076.O.	pvp3054
1.210.O.	pvp3055
1.076.O.	pvp3055
1.210.O.	pvp3056
1.076.O.	pvp3056
1.210.O.	pvp3057
1.076.O.	pvp3057
1.210.O.	pvp3058
1.076.O.	pvp3058
1.210.O.	pvp3059
1.076.O.	pvp3059
1.210.O.	pvp3060
1.076.O.	pvp3060
1.210.O.	pvp3061
1.076.O.	pvp3061
1.210.O.	pvp3062
1.076.O.	pvp3062
1.210.O.	pvp3063
1.076.O.	pvp3063
1.210.O.	pvp3064
1.076.O.	pvp3064
1.210.O.	pvp3065
1.076.O.	pvp3065
1.210.O.	pvp3066
1.076.O.	pvp3066
1.210.O.	pvp3067
1.076.O.	pvp3067
1.210.O.	pvp3068
1.076.O.	pvp3068
1.210.O.	pvp3069
1.047.O.	pvp3069
1.170.O.	pvp3070
1.084.O.	pvp3070
1.170.O.	pvp3071
2.275.O.	pvp3071
1.170.O.	pvp3072
1.081.O.	pvp3072
1.170.O.	pvp3073
1.121.O.	pvp3073
1.170.O.	pvp3074
1.084.O.	pvp3074
1.170.O.	pvp3075
1.063.O.	pvp3075
1.170.O.	pvp3076
1.063.O.	pvp3076
1.170.O.	pvp3077
1.101.O.	pvp3077
1.170.O.	pvp3078
1.063.O.	pvp3078
1.170.O.	pvp3079
1.204.O.	pvp3079
1.170.O.	pvp3080
1.063.O.	pvp3080
1.170.O.	pvp3081
1.121.O.	pvp3081
1.170.O.	pvp3082
1.063.O.	pvp3082
1.170.O.	pvp3083
1.181.O.	pvp3083
1.170.O.	pvp3084
1.063.O.	pvp3084
1.170.O.	pvp3085
1.187.O.	pvp3085
1.084.O.	pvp3086
1.187.O.	pvp3086
1.121.O.	pvp3087
1.063.O.	pvp3087
1.121.O.	pvp3088
1.063.O.	pvp3088
1.121.O.	pvp3089
1.084.O.	pvp3089
1.121.O.	pvp3090
1.187.O.	pvp3090
1.121.O.	pvp3091
1.084.O.	pvp3091
1.121.O.	pvp3092
1.101.O.	pvp3092
1.121.O.	pvp3093
1.101.O.	pvp3093
1.121.O.	pvp3094
1.063.O.	pvp3094
1.121.O.	pvp3095
1.173.O.	pvp3095
1.121.O.	pvp3096
1.063.O.	pvp3096
1.121.O.	pvp3097
1.084.O.	pvp3097
1.121.O.	pvp3098
2.275.O.	pvp3098
1.121.O.	pvp3099
1.063.O.	pvp3099
1.121.O.	pvp3100
1.187.O.	pvp3100
1.121.O.	pvp3101
1.187.O.	pvp3101
1.121.O.	pvp3102
1.187.O.	pvp3102
1.121.O.	pvp3103
1.084.O.	pvp3103
1.121.O.	pvp3104
1.084.O.	pvp3104
1.121.O.	pvp3105
1.063.O.	pvp3105
1.250.O.	pvp3106
1.104.O.	pvp3106
2.095.B.	pvp3107
2.095.A.	pvp3107
2.095.B.	pvp3108
2.095.A.	pvp3108
2.095.B.	pvp3109
2.095.A.	pvp3109
2.095.B.	pvp3110
2.095.A.	pvp3110
2.095.B.	pvp3111
2.095.A.	pvp3111
2.095.B.	pvp3112
2.095.A.	pvp3112
1.133.O.	pvp3113
1.266.O.	pvp3113
1.133.O.	pvp3114
1.266.O.	pvp3114
1.118.B.	pvp3115
1.118.A.	pvp3115
1.118.B.	pvp3116
1.118.A.	pvp3116
1.144.O.	pvp3117
1.005.O.	pvp3117
1.144.O.	pvp3118
1.090.B.	pvp3118
1.144.O.	pvp3119
1.005.O.	pvp3119
1.105.O.	pvp3120
1.178.O.	pvp3120
1.105.O.	pvp3121
1.007.O.	pvp3121
1.105.O.	pvp3122
